customer,Total_spendings
98758d88bf4b8eef1372ddee45d63178,997.96
fe76e0d2ff56927716b573babe7f1d98,997.37
da770e408aa9676741518c3a9bef3c6c,995.6
086d6b5b5ba195a91aa0a6ec8e75d1a4,995.1800000000001
858ec48dbaddd52e729e8acdc8d2d108,994.77
004df63539fd5e38d4b0a0506de7549c,993.55
ff8eddc3ff272a5724e2ac6635cb7df2,991.74
4c6510d1e218900ff6c53c32b9d5970c,991.55
e6d48052b4b13c4ea8b0b4ce98e49b70,991.52
16db4212d55a0459e453168a72f09b4e,991.2
666386eb0e7af19ef3df140e515d21e8,991.09
e99428cc3257cdc825c71d3e77635deb,990.54
4e6588068c000d6f539cf24c66a96816,990.5
feb2a9889d236875c3510880bf9576f3,990.45
456f6d64ecda1b968375d3a68eabfb5c,989.5899999999999
371e28475d573d69d2c02683e4132f5b,988.87
109c0f2526129329137522a791ea8170,988.48
91dd15353c07761e2ec7dd94da94c195,987.98
9e5284ac854802751a60f20a92504f7b,987.8
b7a117351f7b0f426a78d5781f2dc328,987.2
94d090a44872adced17205bd5adc2dc2,987.15
f1a02343b512e3621484af5aeee1676c,986.69
f7495a8d48d05ca657eb075b905a1b8b,985.76
7f7e4fd22c2dd6ef9fdbf6431a6878a0,984.81
b74836b64aef848ce03435c3f897bfaa,984.72
fbb92e8f9ab09c4308326e54402326ed,984.68
aaf7ed8313a90b1735dd28ab46546b30,984.26
937e3ebc5d3a3d0df0458e132dfb5359,984.2
4ad0a855f1b51a52b45d3a3150fd1ebf,983.39
9a9c85d6f6c01c229c016fed83c80bb0,982.85
d028f19f3afb163c53c0d6f3592216a4,982.63
40b41ade17bb2121b576b07e25ce622b,982.41
cfbb7c1c3d613d974eef515b180e2c9b,979.91
a2958412c124f154e9107c6a0efa13fe,979.45
6f208bc8335390df9ac13fc05dea345c,979.45
9047436c514a87a1883a323d60046913,979.42
a823bf289185646e289706549dfbb011,979.42
94bfb520c0cb6ffd9f36aa7b75f0efe1,979.26
1287206c90835504f6eda824da9be9d2,978.97
18721874fc1a8af5a28e2e8525ec39ef,978.6
4b4eb72ddddf8774c7c522b86eac0a68,977.01
f58b624587c166dc243abc92d8128b9e,975.92
052ecc20fc75531a24365017cccf4b44,975.44
c1af67e73acdb33638179ec6cb0fbd3c,975.44
2db82e4fa35953583d886035c79e9712,974.17
c7fb8ec1ea35af7e89f989b6e17e2bd8,972.97
c6b85e905cf24c14d9a115839c6f65dd,972.71
2f2b167cb3ef14988b2a1c194e11a790,972.48
0636d30c77f0f9cfad81f1c9b58c791f,971.96
51c5862005fe9f8eb9e63c1584bfc06d,971.1
a15566e9efa4b19be06852de74f31970,971.03
30fdc278a770f881ecc3ba42f6473cde,970.73
3bfe173fcbb50f640877b08ed736fd6e,969.01
51387055bdf28f0c6f9fba8b636cd436,968.93
b98eecd39d6fda501e8f169721085a26,968.88
8bf0bee0027b22b94806d1908358cbbc,968.51
999ca6c21fe8b6f8a5accfb5949ad503,968.06
5c8043e39584d290f872869ff6fdc4cf,967.7
5c7fdc5b910c753f1f86570b8b52817e,967.67
bf8061ce22b2cc847cbc83a1ebb256cf,966.58
8fe3952a1127c277dd7a83fd5fe96edb,966.48
67913e95e07035bc67dcaa79ecd70cc9,964.76
17a93030f620991ee2ea6d5359a612d2,963.69
39c92d1ce644b84c8b7236aba8a607d9,963.35
7bbcad674e8c0ed95d070049efee7646,963.34
cb4f48aa5b4657435b012a65f2a122eb,963.25
448f7657f73405728ef9975e388ed445,962.82
41517b30c9379c6bef376702f93e8de8,962.52
f8f338d24407d8c6da17ada8bf6eb613,962.41
17fdbc7bf5923361a92c5630bdd80cd6,962.31
0d27fea6fcc6a35693bbbe15b9984313,961.96
2df8d869149b311f08cde6a835ad0d18,961.49
d703e7f598bac5eb04f3ed395dba8b48,960.49
883a511956ad63fc4386fc0445b39fa0,959.96
d5f4d315a02dde7b381306b21a2bb9c2,959.77
1b6c7548a2a1f9037c1fd3ddfed95f33,959.0100000000001
6e4b915600b4667fe31106674da00166,958.84
6a1f7a25a12bb8ae6c861e9e47db9ee7,958.39
423d40b193638955a782839886648464,958.13
845e308a79e5ea49e577406abaed2844,957.8
58c59e12a9aa68ceb0a0e6ee51abd087,957.6
5c29495a80be1cb218d3428a8cd3a6d7,957.42
58f814af5001d06b0d34d8a836ab18eb,956.27
75e9b39bffe199fd0bb42a32c6e1e2b7,955.79
af0eb01dfa9e3591fd168dd649b1b58d,954.85
394b8d731f0cc4eeecb4bba83acd2498,954.85
9a27ad21d3df090fd9c8bc50f9899390,954.24
4aa0c46b5c1289bf772e2e2731cebcb4,953.8399999999999
e4854d6a0f6c3b8bbb46e4cb1a9f6eba,953.82
57f0c0beb74cbdaf5f124d98b97e8491,953.82
49223558dc36c20e8577f85e82c23a55,953.71
1dfbdc636de09adbcdbc3d34e15084f3,953.53
88227aadf23f5817850b5d6190ec5c93,951.61
06a2f322004ebb6e68107114e2020afc,950.01
583ac90d6f69ebdb989e08e5318d5389,949.97
6953415c09b04d944a7c598bfab4c236,949.62
065f84fa4c6cf58cdb7d2f1f6fc21f1e,948.98
a2913c14f49022ef2ddfd436dcd5be89,948.69
c3e2c47725e7c9a8494957c497d008f5,948.35
01e123d7c7cedf12af483fc17258b9ce,947.72
b14da98edc641a20d66551fdeaae5b92,947.35
a8d1e9936a5361e2547acf93dd4b8bc3,946.9
0c8a20624ff92116af35e9a9c7d281b2,946.84
839a04051a2c347397fd425d01fc3eb2,945.95
06c0e20a617982c7a5113459fde779a4,945.78
d27295915d486516b99c3aed8628e83b,944.57
47c1a3033b8b77b3ab6e109eb4d5fdf3,944.21
167598f3b3a218d8e76d71ee3f1fb6fd,942.78
b35dd02a8fb5287993b96bee8a8e4238,941.12
8e7c51c145cb77c82c1cc203dd683390,940.78
2a4361333837befa20e4637ba9d9ad80,940.65
ed8c8bc9940261780b4fc1fb2129e55f,939.98
5113d06fbde1e82a393b527636c90b5f,939.9
dd8c09f1b309c9ffc302c745550a9ff3,939.72
c7325ee1a92c0c0d4b95b8616f0abcae,939.72
62b8761192c86f4ead06f4a433096a2b,939.61
6faf1e57266237600d268d6131cf1e5f,939.11
c38100d7aeb315d6a0bf5a8e31520aed,938.93
486b7bac17b8680d76dfe9ce3c010c31,938.78
bc8d400be39b139e071b416e548ab75a,937.64
2ccfac3d2d47192d87f701dad23f82af,937.49
31bfa97f1ea0663a50ebc5c811ebdf4d,937.36
d85413bd3090d6a1940f4d349ddbaac7,936.99
06268d8f74c7184ef40d1a3861688cfc,936.52
547ac0393388456dd921e71da2e5ce8e,935.36
f93ea08ded32a5b926f9dd98c1dbd61d,934.6600000000001
4422586867816c6b6ca20ee11e7dc436,933.14
83713f647f81aaccd6a0826b0f8d5b93,932.54
bfae308e6d9e12d90ff670ed4aef08ef,932.47
eaa192a5c3ec1fe7b69598646621fe63,931.8
c9e88dde299927079d22c21f72ba6e3d,931.62
4ae89c16f727607c96737773c2713f67,931.57
a38b9fe75865c4716f17f8f5cb8e7a6d,931.53
387a2d05fa938050cc335eba0f308f1f,931.37
9146de9c43fa373c4ce8af26c8db8336,931.19
765737cd840f37587af53f66184d4d08,930.57
67f4a0e45fb1bbdfebc5001cd8a68208,928.96
28a4a9aa9bd3640e1f9a9cf542cb25fd,928.7
b9cc54385a16364650ea5c9d26c212d9,928.68
d51425d700bba699108c1d2e05918b4c,927.87
e9737523e569c19a06d8afe7f030ccc9,927.8199999999999
329e320a856fb68cd9d0ecdda03b3ae7,927.79
505824fb4f1d7fd780d749da901eb412,927.63
6551775fe8fc9bd339483cdcf4ae51c0,927.28
6fabaabbc69f2b77797c5f9c82a32aa6,927.22
cfee891ea509a405a65e730f2580e51d,926.3
bfe4720c90117f67140c4cda130f1022,925.69
b6b9aad8a882015273009feede9774db,925.38
0e778dbac6343a7e665c5904d1f5c915,924.48
41678bd77f241a2270d0a5d905b22020,923.97
39c3f1da75901b25ddc87e18ba12238e,923.85
37ec72cc9079a6522951b4a0dcfeb219,923.83
4f1956032b4391eb604d8272cb6cba6d,923.63
966f5f842a004b7bc13d636f1b0fdf9c,923.55
e0d253e4d5fca3b836406ddc859766e1,923.45
0895c61a77b305efdfad13596c749c60,923.4
3da044832d726bc92b3d898b249aab53,923.26
3b109d66617e062cd9759069a8bc398e,923.17
8ee2c847e37f60f23bac367ca01264de,923.17
573dbf27284994be3c41507aa9f093ab,922.84
51378a8908cdc12c6545fdf842383c97,922.19
f68b6de1360ee86aaa65043a0a5ec6c7,922.02
26cf7ebdf7d1db7f8428cb66f933e2bd,921.54
3f2f5c51b7b76041f4603a33094928fd,921.27
ef02772c6dbacb749bd154d94ac2f1c5,921.26
019ed386aec9ff0f9eab4a590231174e,921.24
ea86dd52dc334ddeb9c13130486878e4,921.05
a759a9247088f5af1a7f00ddf6d95133,921.05
3e6dec79ecbff2cecc69cb24e1741668,921.05
95df5159db6002b35b9c645006abb4a7,921.04
eb679f5c31d49d7a27b04db1e948b959,921.04
2ee975c9c2318bfa81d7c2ba24325099,920.94
b18e8e78d8bacf67b64a2fdac539eebd,920.59
96a297162b4d82e37dea33271fe02b11,920.34
52bbe472f9c44fac7a108b9b3d70faf4,920.2
14c51209471ea776cb9c1d24ff6c4d71,920.17
e00a116db9bafed27efa96cb571aa7ec,920.17
500ad632fac6a5120312e669a101d84b,920.04
c73d2b2188ef66c3afa2b60f5a4f91c9,919.46
69cbd4fd075f586e051b8130eb3592d2,919.38
a152c44fe84bce34a61421260f371192,919.38
b8b3c435a58aebd788a477bed8342910,919.3400000000001
d36c8434821644b0897073d28f6fa7c6,919.06
1b9c0988bccb820c5ae423e3205c00a2,918.31
721456720e9daf276cf059935b7ce096,918.18
dcf94500cedf7c5c153937b663a6cd4f,918.16
cf95b0b5fae3a5db750d9b28c816e818,917.8
1526fce690df9265b9e0fcd4358e8f6d,917.8
681405a99faf3ac8afc2dc018a3f67bb,917.8
7c39dd24356572bc221e519ffda3bed8,917.73
5c8c902dd4c54ac4e9cfc8dfb8ad1372,917.2
4cb2e38fa5a11430d5fcc835e83d62bd,917.2
b7ea44d55e6a749aece828fa7192e9fb,916.5
9de5797cddb92598755a0f76383ddbbb,916.02
9915eb9f74b6c11aaf04833f65b00e93,916.02
3c7e305796add66698959fc7ad176f6b,916.02
93dc2a2ebc72f2b7205be0c130cf1fa3,915.9
5336f61f924dcb211eb237913264ba03,914.68
9c159cc781864a35bd6148db6e364aab,914.27
66f4eec9da64df09009a7f397c2a32b1,914.1500000000001
7312c29b3a24b3dba1245468eb4c9cf7,914.11
0d0e54b63022739efa62611df8a184e8,914.05
dd91ca21f65ef2bdc41528faff426781,913.7
cc65d08fa1d799911f5237365ce38bcb,913.7
6ac3c7ce164d85523c71a91afac8f906,913.7
bc4c267d1fff333741dbb2f6a2643666,913.7
e0f72dd568f51e13668fcbf2aa740161,913.7
07ca2340f294d146e84ae06b1abf1c3c,913.7
6af8c264c512e6bc3762aae0accac114,913.65
d59242c4945ee516c0b2a9217c257edb,913.63
4b2d4a25c992ae27e00ad7f7048fe99c,913.45
8be05568b6b14d52fab3dd61edcf268a,913.16
bb7d7c6524f7188d3e68a33b68e758e8,913.13
f25f06e6fe07270ef5d0e88f19f178d0,912.95
e13c03e7d1790e68bd486fe323b0a0ce,912.79
791a3bdf48dd1fed7c084358b77c277c,912.69
23cd2fcf316e2f6bbebef0e2d6a43ff7,912.65
41d46af955f5d04d7b0dcd7bab7736b6,912.55
9509c1d589cc1255e4d19a1dd39d1b87,912.0
b0d4b589f3a90fd6baabf9e3837282a5,911.65
bd204d0a603fa4506291698b13d21f46,911.65
5cf84c2ebd6a4731b683fbb28c871b09,911.62
27c4ba40675cbfccb408803b6b107d58,911.45
e7b41997217f4daacb88d1bb6161615a,911.01
e291272db5bd3070bfd6497432223aed,910.98
2fb4183605995aad1ff94ef572b91a21,910.6
d148e08ff64629a0b764c3b23e896fc1,910.2
58807da08df469f349ee480a378e8421,910.2
d5b26118affdf55c9e34f22d879782b7,910.1
0b372b8a31a8de04042945af8b3e6d97,909.31
742911bd5109eccceb784f65b7175128,908.84
af4faefd3ee2a30f153bb605031e7afa,908.67
b7452bea1d7fbb7f378679ff5d892a53,908.43
54f8af8e578927c6f2f8631e28c91db1,908.31
8deaaff82a1e3dec44a5e59ed5f67574,907.99
762585138bec65479d2c00b421116744,907.86
8f3eef80fef6d26aca45231210bcfe63,907.8
3947ca729a860c522a64a49d762baada,905.93
670985cbdebdcec66895cb9945fc3de1,905.85
ffdffea8a4b04f14987bfef2a2287fa9,905.76
b66da64051c395958d49bcf6f98589b4,905.18
059d9f786496163334e5ea84c053917a,905.03
b3a1a221ad27da82c2973f1a108f939c,904.8
efce1ab3e96ccab8b1b464326bd22417,904.72
96fa3370602b1999508a71f7aa230747,904.59
79012e6f4c5ec98843e88a974f6272e4,903.81
45d4fbed807eacc8d7d5b99247a16a55,903.04
6c28e6a7642123fddaafcf789981dbb8,903.03
f54ce9a6a5c0b3a107838e67f2059261,902.72
386d487cf1530dff95c7d2201170eeca,902.38
755bd86af4572db680ae4004e152298a,902.35
f27a3cee3bcebc5b64fb804f15f4c501,902.03
375369861db1f30642981bbbed0c940e,901.16
88c56828a05311d7ac1acfb9ed53330e,901.06
70f8d7fe5f91b78ad33ca742681b7120,900.36
84b2bad57ef85eaf787c076b1e0a0bab,900.3
0561577fae5ac90dc55e6ec7755f4823,899.27
37545efd489b0b7c9aa20690f344271d,897.68
64fd3945dc867912231b45f537215126,896.37
2dc92af471496ca347e530172e0979e7,896.28
c7620313ad8f336ef1a86409c44858fb,896.24
46bb69f1b7665b472b77bdeee838fbd0,895.93
f9aca7474d36ec58fc20962c384959ce,893.62
5dd2800b9657f7ba5673bac5210fe0a7,893.52
2697ebd7aa79632e3720ac2c025c82b3,893.12
890428d68645fb2cbb42bc2e46ac2241,893.0
30a2c320781a28b4ddbb689329fbaae9,892.9
39970ad502d08af64974aa8a8379df75,892.75
66ad7ed47109246c2c8c9ea0289575d6,892.44
97b31571caebea17fc4d600e3a24cea6,892.16
7c763b449a1a50b7cae7943be3dd5a06,891.91
d3b7b3c1e6a1e88e1d8f2d0131acf460,891.86
0601c193e5eb834eb2a069b7128e20fb,891.34
a6f83c597e714375c62c75d9f6e674b0,891.14
0fd76325d0e27dc1d06b60c5c549aa04,890.82
eab15a226ae8bfc913d38b4b6a5c1d82,890.59
f15e3df8a37d94b4e9324f22b58ec5f9,889.93
9e1e5eaa4ab398409e8ff5724401c996,889.8
5bf7274f42d022ba05ae7252fc4ccbf2,889.79
22eecffbc2e4e56747eb329d96051962,889.28
0b613a282e9dfd7cc3ba1c74468053f5,889.15
1c08b06f4ab93921cad72057eb69403f,889.05
d0e64bc58be1c0f1763f60935d95766f,888.84
f11a80ef32241a111971c84a01760dac,888.74
7171534a83fcf2f96ac5690706ce58ca,888.4
17b1730e0fe9c924d078ee3d10bbc4ba,887.58
a55bb467166e95bca3fe4acd0e769d49,887.45
51bd7b10340eff7e799294cedcef8396,887.37
b4aa11a60941491ceebe01eb044615da,887.2
ac95cdab584cac0e86ce97a5399ecf79,886.1199999999999
71c34f81cc9dcf70dd74a8cd883bd8ce,885.99
6130a170393fd77f23aad7bd7c6f5a83,885.36
3b2b9a48d63a20ea0711d8cc53234307,884.98
f3b2eb3359ceec0c944d6eaaff458072,884.75
7d4237ca3e15d16434f782badc94e724,884.34
2b9eecb2934f557413764d0806a83a52,884.2
50950a1d1b1bba05dafe04579df8fe91,884.2
f0cd1ff60635329804480b6c8f71e434,883.58
a49ee8aea9e7eb9fd56cb0fb760a4624,883.29
e8efd904f5cac24b5419e787e410725e,882.92
72687c66ab307503655f6e71d8ccd1d6,882.87
9d317acb1c32146e752981044c0ea5bd,882.46
22072f2e301feb7ec9bbe5c1d16ef561,882.0
09ed9b91e77dcb56c1c1e7fdf7fc100c,881.52
c199fe993b9572597831faec50e92a0d,881.45
512dc65ea5c6b31ea4f821431df4a925,881.38
c81d2a7e6d049dd8c94912f7d0cc8e47,881.12
4754e3b66497719a91b36268ed9c5718,881.11
9784bdc3e035fe7e3e8e0b42bebe4796,880.88
c1d418c446613f769057f6291691b90d,880.8
fda4476abb6307ab3c415b7e6d026526,880.75
a5a5874771d6f2d23d5e6134e2dc8015,880.51
45ca4053806ecd0f595c633184e0ff61,879.86
a3ff74b5c88d6732e28e24e2ba7c68ec,879.66
85963fd37bfd387aa6d915d8a1065486,879.4399999999999
8d50f5eadf50201ccdcedfb9e2ac8455,879.27
2d36150566df190083b883ed2f12cc7e,878.82
62a5a02c3428d5ed0ae54bbecc2531e8,878.48
2dcdf54bbaa557b610da14e6c2bb488c,878.28
188b4725e34369a393ae43a6f7703876,878.04
c34e8c39987606d262573cdf7fd66330,876.98
cdb8c10793ea950ad2bdc1918fdcc608,876.82
e061bbbdee5b4d539d3272c718faf836,876.82
44a90aebe64383d8d551ddd72bac9274,876.5
4fdc62ec0c92703fde661756400e686d,876.24
f8ea14322aa66955d27b0d049b3dad79,875.96
608f311bd7ab7eb0ceb5a4ed6da2191d,875.9
f962acaaf9b23a9b3948e34431f842c1,875.9
1e15fe81c685c1580edae27baee70608,875.74
cbb8672239d6aa5041fec7db9be70971,874.9
3b19e6a1c2fcaa5955cfda05706faffa,874.67
0077dc76aaf02323f03bce9b00878253,874.42
99c2432f032d3025a9bce64f35cdd72c,874.33
a5bfa72dd72f6b4a64286ae84022c7e7,874.08
ed91e29ad9cf4fad5935469b0e91e792,873.91
059063072de58e5a847e76c4593d5629,873.86
7538ab19c6d24c3b66a0986332fadfe4,873.28
e1407f4d2fd92ed069307bb0b836615a,873.09
a73b094b86f5b6c1d21eabf7017b2679,872.95
9ffb4406e0df3460c78afa4080f59738,872.94
f546266e401753c3e88d310dd5843d03,872.82
28a14fa019f261a7bddfc820dae8d616,872.74
429d5f2617a825c4df3e372dc5d6667d,872.64
35d9b34d8895b5f4f7d9ad3ba5e7e8d0,872.6
54e2cf457ebccf1c8b95760afa7c44ad,872.52
f90f564603962bf9d6ebac2e616e46ed,872.52
be3eeb2557031c7485ca39f1fe57aba7,872.52
2ca190d1caefaf6a50f7af623b4dbbe2,872.43
8293bf2ecc7d86686f1be71da8274b5d,872.17
3bdefe263638b8b2a51937244f58967c,872.17
8b160faff469868625c7c82cbd310636,871.53
038a113bd44096b673f1071b5f39a587,871.38
3ed4235d521c24fec4f77d4254e070b8,871.26
0bd3d5b6cf491c4bb0712be5161ebc32,871.19
36f20d1ea93854ebc4fa1745dbdfc217,870.7
2c10614a03d9c0368d939ba56d0b54d3,870.69
5fff3ec8fc85df5fe57190fd9b6543ed,870.35
1f4579881fb0fb755d56d2f832d64aa4,870.11
2e5a6bbafe6b67eb00feca4e33001c27,870.11
204605e46ef3b06c33ec02d395cbdefd,869.33
21505f8cb73895352121dfbebdc67ae6,869.11
b507103bd81e5d0dc3e6c3d50a732f36,869.1
c18c7db1e430080eb67cece06f62177d,869.09
90cab9923812fd213cb88adfb39a3e8f,869.03
df7d44aad1186078052f3423b758bfaf,868.93
88392203b5e585059ff88086cceecc03,868.93
51e22ebbbd5311e2db1a2953891c22ec,868.59
f0022eb1b509ab1d7b15e3cbe15c515f,868.54
74ac946f1e9d688ca07e592a8dc816ef,868.24
3dd0e97ea668c962fb9a7383677bd83f,868.19
481666869b5bac1090000f8600e42b69,868.19
9b979f8980f1492f01b9a4d09f942854,868.12
302be2cdf5c3cca66741fd7da8ad5fa8,867.95
8901b2526349d372dd0bdf8d77af656d,867.9
4163b3db1318b7fd659e26595df94674,866.36
3a86e521e0c622a87ffbcba420ce8d18,866.34
4c0bac678bfb8ff0becd5b393b45a884,866.2
dd8253fe17486f2e2cbff105e36e4a55,865.97
b3a8c7acdafc51ba3cb61c2af50745a7,865.78
92a14f8723521366ecb62c659f2df588,865.55
7fd17ce864ad5c091f999f9f0efaa93c,865.38
bd2174690fcac845456f2a3e3e936565,865.33
cb03e9127f7cba4b431f006b86e4905c,864.98
5fcec12eaf737cdb2ded91e81f1dc266,864.98
53448444dde1ffd4734e3c65fc5f5374,864.84
694d80d9924784daa43b1482ccda0af6,864.72
1b8fa1f83767978408ddfdd4105d31e4,864.69
ee5ca29b04a242ed865183467ba72b24,864.6
16537a831ca74e633b94cfa47164c420,864.13
b47715fad5cbc17bfb21e9ab646fdfb2,863.84
e2e0e8c708af27b692d419af3bb3daa7,863.75
7fdebacaf46964084f11cc86e619582c,863.75
c2a88d9551b1cdb6ed5f3177e8c71523,862.39
8b6b6852ffaa3648f932d1a955a18ee4,862.1
f832788250010b941df1501e6082bc87,862.08
97c3a87ab5d63e6debeb38c8fc2aa765,862.08
9d5a965adb4373036f892cd149e37395,862.07
e05045ca32a733892ad912bd0fe64488,862.05
d97d249adb08a313a18cbde00620769a,861.86
71df425cb9aec3337bc969df451d663a,861.81
1774795bf26aa7a6d42cb26556812e6a,861.76
3e5c928acf49c4b95e57af1f350d3493,861.26
21c0f49b14ee8daa69e5bb84207b9e27,861.24
59e8e80c76fd00eea739d8150f1e93d2,860.95
8e09a391443c7fa0c2781071233894d2,860.92
cb844046ab848696a40b6f6935314030,860.66
59131d58902de964d1bb606024e7c4ff,860.4
8491be4ed053949ecbec1bc620628f1c,859.71
844a28de61d1ac7d158f276c74cd2f8d,859.02
6df2bd5869a4c38e1fc523345514427d,858.65
6105aad70631ecf571d43330bd147012,858.65
84d94df6465a4f0bfaa4e94d45f236ed,858.65
6b18bd1ac98f8f5265594f0cfcbcb30f,858.65
8fa1a3e33ff386b4b49700b8256fe4b1,858.65
a89048adcf866e02bffee7122269f5e0,858.65
f3943e27b0466ca8e247b742ff643d5d,858.65
7a78c6e53163e36c68d2f22f5909b0eb,858.31
4577881f7a6c10d8eb6bd7f7a82ffa86,858.17
08e5e7c8ad7c683e0badf6aa0566352b,857.97
12d8b5ed661190a3a08183644dfc504d,857.95
acd09dc03842cb2b363263b562bad5fb,857.79
e9cadaf50768c88af6840126cfb4dc50,857.6
e964c342451645668793df083ac4531f,857.36
e42e5cffaa896ecca5e413413783552a,856.95
3a0e96e016e4cbdc9f2f240a437a4620,856.89
2801537af8bdc2b1cd9bb14862b3f24b,856.86
5d2dfd15300a557c1ddfad56a8460226,856.77
a1d41a7e48b180342a85b93115f4263f,856.13
e8092d3af4962027cd1f45d669494cd6,854.89
42f4968985f42ab8bb656fc5d9b5967a,854.33
18694061bb05a1d8d6ea1c14a7c2f912,854.22
37b724372b14d67a4296519f579d8697,853.22
810581f011b77fb9ffb69c1c6d3c55ae,852.68
35f117d30dd8948f41e821a27e1ffefd,852.49
8cab5089cf309b5ee530574382dd195f,852.37
7cdeefc6dd2959cb9202287174ca09ad,851.82
747b1a43c13823a06550a03a89f879b4,851.73
41f6c1e8220ce517e3e6d06b8aeb2c64,851.61
56fc8317d68752ea75f6480c905f12dc,850.92
366f58e52fd16bcd985e4bbce15405bf,850.56
539c2ff1d3e3c1e4c167dfc3df332f3c,850.0
46a15f021b84cca56b04ec5175dd9124,849.45
93cc65bcb8c6e1c21d10736b25dacfef,849.03
af5db90ed4d85ebdf407c1507f5e3f3c,848.93
3467e97ab367cc77d54f3b94ce52a801,848.61
8c21dd8c37144807c601f99f2a209dfb,848.0200000000001
616dfcfd995ac141266ea0c05a2f72d1,847.82
8299b6cdc825e7185b3f96f3687bd745,847.56
db1383ec20ebcf3d89fcc23c709493eb,847.32
dfe404bc538d4172a3c0291fca2e74ee,846.72
effa3ddcc2156bd137b576c00aeab4ff,846.7
13c8cbdeb5bbee831faae66bcd11f9ae,846.52
09d7c538023c2c4fb0553c831c12f084,846.12
b3c45ba56e29a396943783b4a80785fc,845.81
f682cd12a348889bd197fa49095e1341,845.81
4e799b4767b0e414061f5d39f67ddffb,845.81
fc1a7488fffb57771bc202aad56bb74d,845.51
c6bb5c25ffd9f6d6cf906c1753179f75,845.01
e4faf432d9e4d83058eda07b9b7e0503,844.98
26508b7c8910ff77b6f8f7ba21fdda26,844.82
512088ab9401e9c88db7e133824cc835,844.64
fc5cc822d92bd904e3faa83daba6fe5b,844.51
83aca63b2193ea126b287f3ae61528d9,843.66
44859cf48c8a8c5de12460df1a984dab,843.62
45be341279815c9a69647daf575d369a,842.96
f0cd91b4062c68c65d115f48f368718f,842.8
62810330c82337428e0db8720016dcb6,842.43
20917cee243e32974933fca49feb2829,842.31
2938f83ab0df568b408eeed27fa98656,842.14
28e8e8fba004a0704128902df914271e,842.06
773a26ce6d1852777caa605d17f46f82,841.99
6419a1be8feac26ec793667b71cbaeb4,841.98
dd3c1473dd2061e08c79e5b469454b05,841.4
181d08e7dcfdac616bf321a7ca3ad0ca,841.28
9811f75e58306711797259182809ba81,841.23
e30b83af13d6ff0b0f427b2a67c43b39,841.15
5b33d88972c6ea3d698ee5a0b2a12647,840.82
48ce3450c17d577bbe48dd240380f088,840.63
9b67500d042a3267a5e9a9371458ad78,840.48
5ad9aa3b3a3f21a4c5ab9e3a8b09642f,840.26
a8be3db3424cd4ae937c239b3ad513e7,839.88
0cc2ee1112a11a1094eff52fa2e87150,839.62
30b6d255385abae403f9df02c1948d74,839.61
a7f1e3cc0162cac021c078b47c6750fd,839.58
a004a1f8fe9553aaf6e36fe06b52a9d7,839.49
77e2417ab5380ffb014649fdda99f318,839.4
1b01cbe7a016e4525d2fd5cb78a9e43c,839.4
b31f5bf78807b72b42cfae6237d731ab,839.39
f1485c238a50f4d2a48be2fcd6c22a61,839.28
a10d0833b21b909913140de0a5575f95,839.04
78b23d5ff07ebe2f082472ca242b9238,838.97
a9b026c8fe47c00c02d1eac79fb78cec,838.83
4dd678b3eb5be4a5589f5566ec386e09,838.45
23a92795bca68209a5d5680fc17fb221,838.38
ba179ad4ba8c3916137aaad465eaa079,838.32
c2bffaf8747e77b4c0b4e38421e3bf29,837.42
b3eb76b315600c9f8c3a711b6a3d1668,837.39
68f6fa1cdecb28edb06c16c1d1444194,837.31
1016f617c9252331c7de150155a790d9,836.7
f839ee8aed3f82f5637a19f58a89dc92,836.67
34b6da1369177d2df961695e0116c6a3,836.59
509543379a73a28f32b42c4a125aa048,836.37
e423384cbe26938695befbaaaf242864,836.34
edb2ea73fbcf58362cc76941af7f3dc7,836.16
14b752df6dd62c4afcafedeee4b8cffb,836.02
6c69905245a109e523848de29386e0ff,835.55
01726e5d6a88d1a8dffd9578872ce54e,834.94
8c4f1ee04e97bc9c43c73916cbb78479,833.1
89f999ca4a3527965db76038ffd4bcdd,832.99
8296d8ac4af838c59636635e23f3411e,832.89
5bf5cb76ead623eecfbb615527fc0c68,832.76
0e1e99d27fe5ed6a7feaa7072343506c,832.0
fc9efd0b9da6851171670415bc0f27b3,831.89
2d1cbd0bb1601913f4744d84c932c64b,831.72
edc77ecde4f20cfbdb248a29ccf0bd38,831.37
88f06b37171a945267abeaacf9c4b77c,829.74
0a0fa442c401952fe854264257c18775,829.56
43021aab9a83c6dbbb1fe59ea3bd690d,829.17
6928d347dd148caf86b90a3a98f9c324,829.08
a14cb3472bf2cfb01f84874affb504c2,828.74
7f76b3a2c201b6a4ac7db2639e278d7e,828.65
fa20a344d2bf1c88c1c84d1f8c91f5b2,828.32
06e7c0ffe7f197e5ee11cd888ea71c95,828.22
5e8a37a9db66531212450e6bd9a3c9ad,828.08
44e672b6b024306dcda61f892b3236d3,828.08
d6a9038cdf4315dd3d12c01ff8ce32b4,828.08
91290d75cda8ff031ec6a97c5e5f83a1,828.08
1242e85545a001f6224e2263d7791704,828.04
512dc576950aaf62b6c0ed031bd6b0be,827.91
7c08375cd96553acf4ed275609fd22e7,827.32
d524e6d0027c6e4f03e9969e2613f1dd,827.3
401a006331c06b4b0c8830f87c13eb6a,827.16
87a749c982f2640d72b0633e55ac3019,827.1
f85e0629ac347fb05bf71cc997ddccd5,827.0
